"id";"mapId";"player";"datetime";"medal";"timeSpent";"mapper";"styles";"skipType";"atTime";"finalTime";"currentMedalCount";"freeSkipCount";"pbBeforeFin";"mapTitle";"currentGoldCount"
469;68439;"Larstm";"2025-01-09 22:12:08.956774";"gold";169533;"reilem";"FullSpeed,Mini,";"noskip";22414;22736;117;4;22917;"﻿[Mini-Döner] Fettsauger";52
470;69510;"Larstm";"2025-01-09 22:16:40.279942";"at";266464;"taraaf";"ZrT,SpeedFun,";"noskip";118049;116802;118;4;-1;"Smooth mousse (wot76)";52
471;19949;"Larstm";"2025-01-09 22:16:53.539278";"skip";8268;"reWals. Baboo";"FullSpeed,Competitive,Remake,";"freeskip";45464;-1;118;3;-1;"GA2019 - Arcus - reWorked";52
472;26696;"Larstm";"2025-01-09 22:19:19.033219";"at";141369;"ThePotatoeHead";"Tech,Bumper,Grass,";"noskip";43842;43592;119;3;-1;"Breathy Drive";52
473;166798;"Larstm";"2025-01-09 22:19:33.87159";"at";10081;"NoT_Luckiii";"Mini,";"noskip";6494;6438;120;3;-1;"Jump #64";52
474;80380;"Larstm";"2025-01-09 22:20:44.322781";"gold";63528;"Nightwolf93";"Competitive,";"noskip";54225;57527;120;3;-1;"Horizon Vista 2";53
475;177362;"Larstm";"2025-01-09 22:21:30.337091";"at";41717;"Roji-Kage";"Mini,";"noskip";9350;9078;121;3;9400;"RK U10 019";53
476;22307;"Larstm";"2025-01-09 22:23:09.552612";"at";92156;"DoondyTM";"Dirt,Mixed,Grass,";"noskip";39103;39065;122;3;39816;"Lisadara";53
477;54815;"Larstm";"2025-01-09 22:24:39.287032";"at";85416;"BandonTM";"Mini,Grass,";"noskip";14805;14763;123;3;14850;"Short #022";53
478;36245;"Larstm";"2025-01-09 22:25:20.972266";"at";37618;"o74769";"SpeedTech,Competitive,Dirt,";"noskip";35769;34388;124;3;-1;"Slower_is_faster";53
479;204720;"Larstm";"2025-01-09 22:27:42.463156";"at";136712;"aazah";"Dirt,";"noskip";38619;38229;125;3;38774;"aazah's Campaign - 13";53
480;72775;"Larstm";"2025-01-09 22:28:03.36992";"skip";16020;"Evil_3urrit0";"Ice,";"brokenskip";17715;-1;125;3;38774;" CP1 SHORT ICE RPG #4";53
481;118071;"Larstm";"2025-01-09 22:29:50.165118";"at";102603;"LinhZVN";"Mixed,";"noskip";30693;30494;126;3;31072;"Reflect";53
482;20742;"Larstm";"2025-01-09 22:33:30.208229";"gold";214773;"Veydiz";"LOL,ZrT,";"noskip";73227;75222;126;3;79042;"Nebuleuse";54
483;78721;"Larstm";"2025-01-09 22:34:32.778588";"at";57786;"ZrackZz";"Mini,Plastic,";"noskip";6042;6032;127;3;6052;"Really Short Maps 35";54
484;93222;"Larstm";"2025-01-09 22:35:21.331258";"gold";42268;"Royal Training Maps";"LOL,Stunt,Mini,";"noskip";19319;20205;127;3;-1;"EONB Golf Club - Blue";55
485;169332;"Larstm";"2025-01-09 22:36:10.459454";"gold";44856;"illancup";"Race,";"noskip";37313;39908;127;3;-1;"Tunturi";56
486;100877;"Larstm";"2025-01-09 22:36:42.786986";"at";28529;"QuibzTM";"Mini,";"noskip";26057;25105;128;3;-1;"Very bad ice map :P";56
487;58443;"Larstm";"2025-01-09 22:37:38.86472";"at";51446;"not7_Harry";"Race,Mini,";"noskip";13882;13861;129;3;14151;"Spring 2022 - 20 | Short";56
488;166430;"Larstm";"2025-01-09 22:39:07.13969";"gold";84303;"yunglatz1";"Dirt,Mini,RallyCar,";"noskip";9913;10945;129;3;11023;"  RALLY UNDER 10S  #2";57
489;186001;"Larstm";"2025-01-09 22:40:34.2653";"at";82774;"Beamzi";"Tech,";"noskip";38260;37994;130;3;38951;"Not So Dirty";57
490;180838;"Larstm";"2025-01-09 22:42:23.489305";"at";104507;"pr0gamer63";"Bobsleigh,";"noskip";17508;17355;131;3;17596;"KEKL - map bob";57
491;166899;"Larstm";"2025-01-09 22:44:15.209808";"gold";99176;"Rabbi";"Dirt,";"noskip";48994;50596;131;3;-1;"HLCYN - Humdrum";58
492;187318;"Larstm";"2025-01-09 22:44:43.832741";"at";23232;"Imeanhi_";"Dirt,";"noskip";20145;19763;132;3;-1;"15 maps in 1 hour #2";58
493;190542;"Larstm";"2025-01-09 22:47:14.931091";"at";146331;"Gunzo_ZX";"LOL,SpeedFun,Mixed,";"noskip";46408;46308;133;3;48378;"DITCH";58
494;157619;"Larstm";"2025-01-09 22:48:02.340783";"at";43106;"iluvcookiessm";"RallyCar,";"noskip";17944;17695;134;3;19338;"First Map/Rally Car test :)";58
495;82982;"Larstm";"2025-01-09 22:50:23.548396";"at";136185;"Royal Training Maps";"LOL,Stunt,Mini,";"noskip";17515;16945;135;3;18166;"Happy Time - Green";58
496;76814;"Larstm";"2025-01-09 22:51:25.562674";"at";56285;"Dark_KirbyLoL";"LOL,";"noskip";53241;52497;136;3;-1;"Symmetrical Fall 2022 - 15";58
497;25245;"Larstm";"2025-01-09 22:53:01.548404";"at";91390;"LentillionTM";"LOL,";"noskip";23348;21448;137;3;-1;"Cattywampus-12";58
498;188315;"Larstm";"2025-01-09 22:54:32.323746";"gold";85821;"ar.....";"Ice,Altered Nadeo,Wood,";"noskip";30886;31638;137;3;33158;"Spring 2024 - 04 (Wet Icy Wood)";59
499;60491;"Larstm";"2025-01-09 22:55:06.712025";"at";29386;"Royal Training Maps";"LOL,Stunt,Mini,";"noskip";14110;13924;138;3;-1;"Frosted Climb - Red";59
500;153445;"Larstm";"2025-01-09 22:57:42.576885";"at";151874;"tv_king";"SnowCar,";"noskip";39491;31160;139;3;-1;"snowcacy #1 Part 2";59
501;3703;"Larstm";"2025-01-09 23:02:40.877272";"at";292663;"Gananax";"Race,";"noskip";61146;58643;140;3;64558;"Sanitized Speed Experiment";59
502;176332;"Larstm";"2025-01-09 23:04:07.502444";"skip";75765;"TD0g4002";"Ice,Grass,SnowCar,";"freeskip";45783;-1;140;2;64558;"Knife's Edge (Map Review)";59
503;122850;"Larstm";"2025-01-09 23:04:57.968547";"at";44855;"NeoriionTM";"LOL,";"noskip";8520;8448;141;2;8641;"Under10 sec Summer - Impec";59
504;21254;"Larstm";"2025-01-09 23:06:14.42124";"at";67982;"BigBang1112";"Obstacle,";"noskip";70530;64495;142;2;-1;"D06-Obstacle";59
505;83528;"Larstm";"2025-01-09 23:08:11.243104";"at";93595;"fabysco";"LOL,";"noskip";19572;19566;143;2;-1;"fab lol #119";59
506;152322;"Larstm";"2025-01-09 23:12:35.822729";"at";259776;"iamdbcooper";"Race,";"noskip";24364;23699;144;2;24596;"KEKL-Yo Dawg, I Heard You Like CP's";59
507;106499;"Larstm";"2025-01-09 23:15:03.949359";"at";144097;"nt3CFtrist";"Backwards,";"noskip";32737;31231;145;2;-1;"﻿Hard Défi #11 Backward";59
508;90619;"Larstm";"2025-01-09 23:16:19.015805";"at";70134;"C0rpsebloom";"Race,Plastic,";"noskip";19467;19280;146;2;28063;"Winter 2023 - 05 Egocentrism";59
509;156141;"Larstm";"2025-01-09 23:17:39.782487";"at";76174;"Telscn";"Nascar,";"noskip";75847;72698;147;2;-1;"Checker Spots";59
510;105885;"Larstm";"2025-01-09 23:18:56.957166";"at";72681;"haakon8855";"Dirt,";"noskip";33434;33430;148;2;-1;"Dirty Spring 2023 - 01";59
511;112016;"Larstm";"2025-01-09 23:20:03.182329";"at";62107;"the_random_0ne";"Plastic,";"noskip";22525;20527;149;2;22850;"therandom001001";59
512;140576;"Larstm";"2025-01-09 23:21:01.326213";"gold";54274;"SkiFreak";"Tech,Mini,";"noskip";18697;19908;149;2;21437;"Tri Water";60
513;73029;"Larstm";"2025-01-09 23:21:37.85989";"at";32151;"Ibozz91";"Mini,";"noskip";33771;28732;150;2;-1;"H LEVEL";60
514;203592;"Larstm";"2025-01-09 23:32:23.422873";"at";641383;"endriago-1988";"Stunt,";"noskip";11263;9243;151;2;-1;"Lucky Jumping #155";60
515;20205;"Larstm";"2025-01-09 23:33:34.626718";"at";66605;"Cioum";"LOL,";"noskip";30455;29372;152;2;31235;"RAP CUP #N11";60
516;74187;"Larstm";"2025-01-09 23:35:24.857323";"at";106105;"Jxmzy";"Educational,";"noskip";26945;26828;153;2;28525;"Send help pls";60
517;32371;"Larstm";"2025-01-09 23:35:53.094966";"at";24040;"YakalTM";"LOL,";"noskip";14351;10175;154;2;-1;"Summer 2021 - 22 cpless";60
518;4464;"Larstm";"2025-01-09 23:36:14.961832";"skip";17738;"Litchy";"Ice,";"brokenskip";33188;-1;154;2;-1;"Northern Lights";60
519;203608;"Larstm";"2025-01-09 23:37:09.230287";"at";50272;"slate_28";"Dirt,Mini,";"noskip";9708;9676;155;2;9734;"Desert Playground 04";60
520;182669;"Larstm";"2025-01-09 23:37:33.494849";"at";19611;"VarkieTM";"Mini,";"noskip";16116;15979;156;2;-1;"Mini #07 - Master of Reality";60
521;84869;"Larstm";"2025-01-09 23:38:21.701872";"at";44045;"MattDTO";"Mini,";"noskip";12378;12290;157;2;12395;"KEKL - New Items Grass Short";60
522;34166;"Larstm";"2025-01-09 23:43:01.593555";"at";272979;"coleho";"Competitive,Mixed,";"noskip";40768;40388;158;2;45321;"NoobCup | ZEBRATON";60
523;91251;"Larstm";"2025-01-09 23:45:57.128663";"at";164742;"finian2";"Nascar,";"noskip";47177;46576;159;2;47498;"Riotous";60
524;211322;"Larstm";"2025-01-09 23:48:56.730141";"at";175507;"Glossy.KPR";"LOL,";"noskip";4801;4790;160;2;4813;"Glossy u5s 022";60
525;131453;"Larstm";"2025-01-09 23:55:39.897913";"skip";398912;"AR_-_";"Altered Nadeo,";"freeskip";59996;-1;160;1;4813;"Summer 2023 - 23 (Fragile)";60
526;84330;"Larstm";"2025-01-09 23:58:58.582095";"gold";192847;"rare viiru maps archive";"Race,";"noskip";41318;43458;160;1;44065;"Habibi";61
527;41742;"Larstm";"2025-01-10 00:00:35.853102";"at";92336;"Likangry";"Race,SpeedTech,";"noskip";41424;39964;161;1;46180;"Speed n' Tech";61
528;98276;"Larstm";"2025-01-10 00:03:13.949064";"at";153629;"ZrackZz";"LOL,Mini,";"noskip";8645;7718;162;1;-1;"  How Good Is Ur Aim? 0001";61
529;208415;"Larstm";"2025-01-10 00:03:29.932601";"at";11956;"mystral_";"Race,Press Forward,NoSteer,";"noskip";8628;8624;163;1;-1;"FullSteer";61
530;86640;"Larstm";"2025-01-10 00:04:02.279324";"at";27891;"ThaChickenBoii";"Ice,";"noskip";7971;7961;164;1;-1;"Persice 20";61
531;144963;"Larstm";"2025-01-10 00:05:09.92388";"at";62876;"Tsjolo669";"Platform,";"noskip";60391;58021;165;1;-1;"_Y'a plus de saisons_";61
532;155251;"Larstm";"2025-01-10 00:08:56.828123";"at";222199;"Fabs";"Wood,";"noskip";34391;33317;166;1;38538;"wood fs v2_11";61
533;202833;"Larstm";"2025-01-10 00:10:12.097496";"at";67803;"ArkesTM";"Race,Reactor,MixedCar,";"noskip";25145;24701;167;1;25656;"TMF Fall - 05";61
534;49301;"Larstm";"2025-01-10 00:11:12.335506";"at";55954;"smog70";"Mini,";"noskip";12167;12049;168;1;12184;"Mini AQ";61
535;110638;"Larstm";"2025-01-10 00:22:10.936864";"at";654553;"Buckley";"Fragile,Mini,Puzzle,";"noskip";34572;34565;169;1;52614;"Impossible Speed Check?";61
536;47884;"Larstm";"2025-01-10 00:24:32.566791";"at";137491;"Ubisoft Nadeo";"Race,";"noskip";65678;65037;170;1;66375;"Winter 2022 - 23";61
537;155407;"Larstm";"2025-01-10 00:24:57.642629";"at";20469;"jbd1976";"Altered Nadeo,SnowCar,";"noskip";15975;15960;171;1;-1;"Winter 2024 - 16 Snowcar Shorts";61
538;111372;"Larstm";"2025-01-10 00:29:26.602178";"at";264191;"Susuwi";"Water,";"noskip";14661;13720;172;1;15242;"woodclimb lvl 3";61
539;140353;"Larstm";"2025-01-10 00:30:01.92886";"skip";29155;"KIL-Drake";"FullSpeed,Mini,";"freeskip";11932;-1;172;0;15242;"500 Speed SD (Easier)";61
540;30136;"Larstm";"2025-01-10 00:32:01.398945";"at";114656;"Yannex";"Race,";"noskip";20132;19967;173;0;23998;"sportyx-469";61
541;1664;"Larstm";"2025-01-10 00:33:01.138463";"at";55095;"creepz";"LOL,";"noskip";13338;13225;174;0;-1;"GRT_LOL#2";61
542;152992;"Larstm";"2025-01-10 00:33:21.897614";"at";16822;"jbd1976";"SnowCar,";"noskip";5708;5655;175;0;5774;"Snowcar Shorts";61
543;66410;"Larstm";"2025-01-10 00:34:26.222829";"at";60495;"ChiefDelphi";"SpeedFun,Transitional,Freestyle,";"noskip";40460;40431;176;0;-1;" Super  Seasonal  Slopes";61
544;142550;"Larstm";"2025-01-10 00:35:19.681809";"at";49160;"jembo";"SnowCar,Wood,";"noskip";19268;17941;177;0;19774;"jmbo - bad map #8";61
545;212267;"Larstm";"2025-01-10 00:35:56.911779";"at";33017;"Lonedrive";"Dirt,Mini,Freeblocking,";"noskip";28719;27828;178;0;-1;"fmt25 20 - (v1.0) race mania";61
546;100877;"Larstm";"2025-01-10 00:36:25.885413";"at";27181;"QuibzTM";"Mini,";"noskip";26057;23344;179;0;-1;"Very bad ice map :P";61
547;180088;"Larstm";"2025-01-10 00:36:39.563608";"at";9595;"xDawk";"Platform,Mini,";"noskip";5741;5738;180;0;-1;"Super Short 32";61
548;122546;"Larstm";"2025-01-10 00:38:45.19255";"at";121612;"Wenyunity";"LOL,Altered Nadeo,";"noskip";12110;10988;181;0;14332;"Summer 2023 - Section 12 Joined";61
549;175433;"Larstm";"2025-01-10 00:41:17.985447";"at";148426;"NoddyLewis";"Tech,Transitional,Grass,";"noskip";20322;20268;182;0;20428;"Short Transition 1";61
550;133682;"Larstm";"2025-01-10 00:44:40.645613";"gold";198042;"HiImVex";"Reactor,Water,";"noskip";44741;46397;182;0;52771;"Fall 21";62
551;93419;"Larstm";"2025-01-10 00:46:01.086975";"gold";76253;"AraiKay";"Mini,Transitional,Sausage,";"noskip";8037;8625;182;0;-1;"Dumb Map Made This Midnight 28";63
552;125361;"Larstm";"2025-01-10 00:46:52.823202";"at";47892;"illancup";"Race,";"noskip";44478;44416;183;0;-1;"Wuffelin kartta 10";63
553;216540;"Larstm";"2025-01-10 00:54:32.693107";"gold";451660;"wouto1997";"Ice,Altered Nadeo,";"noskip";20034;21155;183;0;22171;"Icy Marble (Ft, Wouto)";64
554;158930;"Larstm";"2025-01-10 00:55:37.272605";"gold";59787;"Yumiko";"Ice,RallyCar,";"noskip";22748;23994;183;0;27978;"Yumi Comfy 11 (RallyCar)";65
555;159760;"Larstm";"2025-01-10 00:57:19.022462";"gold";97415;"havarh";"Altered Nadeo,";"noskip";41338;43805;183;0;46485;"Offroad (1-DOWN)";66
556;178747;"Larstm";"2025-01-10 00:59:31.955243";"at";128489;"space_nanner";"Tech,";"noskip";34428;33552;184;0;-1;"Deezy";66
557;199957;"Larstm";"2025-01-10 00:59:56.444892";"at";20475;"Marijntje04";"LOL,Mini,Grass,";"noskip";6944;6942;185;0;6947;"grass";66
558;113377;"Larstm";"2025-01-10 01:02:24.723872";"gold";144209;"ternasius";"Race,Mixed,Water,";"noskip";42658;43867;185;0;56183;"Deception Dive";67
559;19453;"Larstm";"2025-01-10 01:03:21.549928";"at";52675;"TEPAlex";"Competitive,";"noskip";50750;48996;186;0;-1;"AliBaba";67
560;192158;"Larstm";"2025-01-10 01:04:18.101355";"at";52804;"Everios96_2";"LOL,Mini,Mixed,";"noskip";7892;7887;187;0;8273;"U10S_332";67
561;83131;"Larstm";"2025-01-10 01:04:49.51339";"gold";26715;"Royal Training Maps";"LOL,Stunt,Mini,";"noskip";13561;14158;187;0;-1;"Smoothills - Green";68
562;3894;"Larstm";"2025-01-10 01:07:12.35097";"at";137106;"Icy_Veins";"FullSpeed,";"noskip";32358;29640;188;0;34183;"EscapeTheUniverse";68
563;2048;"Larstm";"2025-01-10 01:07:46.255854";"at";29918;"lolsport";"LOL,";"noskip";12108;12071;189;0;12305;"lolsport 1-096";68
564;69228;"Scrapie98";"2025-01-10 14:58:41.949551";"gold";1140364;"OHIO_JG";"Mini,";"noskip";14947;15192;165;4;15485;"Can U get sub 15s? -Blue10";48
565;108795;"Scrapie98";"2025-01-10 14:59:24.459555";"at";38353;"JuicyF0X";"SpeedFun,";"noskip";36168;34832;166;4;-1;"Pomme";48
566;40454;"Scrapie98";"2025-01-10 15:00:03.313095";"at";35184;"TheBussybird";"Mini,Grass,";"noskip";15019;14934;167;4;-1;" mini # 03";48
567;211143;"Scrapie98";"2025-01-10 15:02:36.539502";"at";148981;"DESMANE";"LOL,Reactor,";"noskip";18807;15971;168;4;-1;"Map40";48
568;215829;"Scrapie98";"2025-01-10 15:04:10.446025";"gold";86224;"Denniss..";"Ice,Grass,";"noskip";34088;36114;168;4;-1;"SACC2 - Frostvale";49
569;209204;"Scrapie98";"2025-01-10 15:07:42.063862";"at";207608;"AuwrahTM";"Minigame,Pathfinding,";"noskip";66532;65592;169;4;77372;"[AwESC] - Desert Parking";49
570;191012;"Scrapie98";"2025-01-10 15:09:01.297608";"at";75317;"silentist";"Race,Bobsleigh,";"noskip";29997;29951;170;4;30363;"Ca10";49
571;198146;"Scrapie98";"2025-01-10 15:10:05.875677";"at";55918;"Sinetix";"Race,Tech,DesertCar,";"noskip";9469;9432;171;4;9539;"Desert Under 10 sec 01";49
572;96434;"Scrapie98";"2025-01-10 15:11:17.665193";"skip";67211;"PerleTheBudgie";"FullSpeed,SpeedDrift,";"freeskip";31670;33281;171;3;-1;"Magm";49
573;197483;"Scrapie98";"2025-01-10 15:16:12.773231";"gold";282779;"TMesports";"Competitive,";"noskip";63549;66039;171;3;77919;"TMWT'24 - Adversary";50
574;201744;"Scrapie98";"2025-01-10 15:20:19.417239";"gold";242402;"endriago-1988";"Race,Plastic,";"noskip";25281;25943;171;3;28135;"A08Stunter (Racing mode)";51
575;47721;"Scrapie98";"2025-01-10 15:21:20.316122";"at";56027;"titagames";"LOL,";"noskip";55955;52476;172;3;-1;"Bonkcup - ChristMas SpiRit";51
576;143174;"Scrapie98";"2025-01-10 15:23:12.388238";"skip";108026;"Zaco98";"LOL,SnowCar,Wood,";"brokenskip";16927;-1;172;3;-1;"Snow LOL xxd";51
577;205959;"Scrapie98";"2025-01-10 15:25:04.982369";"at";108783;"SneakyAnnie";"Ice,Mini,";"noskip";9686;9656;173;3;9758;"John Bob Snow";51
578;33775;"Scrapie98";"2025-01-10 15:26:44.981881";"at";95982;"RedBurn";"Mixed,";"noskip";27011;26721;174;3;31058;"Powelpople";51
579;119393;"Scrapie98";"2025-01-10 15:27:25.111641";"gold";34994;"Scorchius";"Remake,Plastic,Altered Nadeo,";"noskip";28468;29882;174;3;-1;"Plastic Summer 2023 - 11 (ft' zodiark)";52
580;209846;"Scrapie98";"2025-01-10 15:29:58.330767";"at";149390;"TT-Basti";"Tech,";"noskip";44760;44535;175;3;45178;"Tech-Kreise";52
581;135744;"Scrapie98";"2025-01-10 15:31:49.606391";"at";107242;"illancup";"Race,";"noskip";97821;94667;176;3;-1;"FTL - aina ajoissa ft insane";52
582;124699;"Scrapie98";"2025-01-10 15:32:20.744715";"at";27220;"Corr_Laidor";"Competitive,";"noskip";10868;10835;177;3;10915;"Random 2";52
583;124274;"Scrapie98";"2025-01-10 15:33:01.582626";"at";37136;"checkpointless.reverse";"Altered Nadeo,";"noskip";20670;14745;178;3;-1;"Summer 2021 - 04 - Checkpointless";52
584;91710;"Scrapie98";"2025-01-10 15:34:40.706725";"gold";94900;"Gullo";"Mini,Mixed,";"noskip";25511;25995;178;3;28248;"Spicy Drifteroni";53
585;138220;"Scrapie98";"2025-01-10 15:36:09.850932";"at";84459;"itslennard14";"Dirt,Plastic,Sausage,";"noskip";39175;38852;179;3;-1;"Lennard's map";53
586;161482;"Scrapie98";"2025-01-10 15:40:40.999819";"at";267277;"DooM.TM";"Trial,Mini,";"noskip";40888;33159;180;3;41092;"Xbox mini Trial";53
587;94378;"Scrapie98";"2025-01-10 15:41:47.652241";"at";61934;"ArEyeses";"Tech,Altered Nadeo,";"noskip";61846;57927;181;3;-1;"Summer 2021 - 21 Magnet";53
588;35977;"Scrapie98";"2025-01-10 15:42:39.935593";"at";48282;"Karadoc43";"Dirt,Mini,";"noskip";26150;26105;182;3;-1;"Just short track";53
589;40512;"Scrapie98";"2025-01-10 15:43:32.800884";"at";48533;"LapisLightning";"Dirt,Remake,";"noskip";12558;12554;183;3;12602;"Dirty Training - 09";53
590;144153;"Scrapie98";"2025-01-10 15:44:47.822399";"at";70106;"Julius";"Remake,SnowCar,";"noskip";72816;66287;184;3;-1;"(SnowCar) [TM2] EC3 - Brakes In The Trash";53
591;147524;"Scrapie98";"2025-01-10 15:48:06.879356";"at";194443;"fabysco";"LOL,";"noskip";19945;19611;185;3;20798;"fab lol #1235";53
592;187052;"Scrapie98";"2025-01-10 15:48:25.357629";"at";14631;"JJjoker57";"LOL,";"noskip";26559;11431;186;3;-1;"RMC free 1499";53
593;88178;"Scrapie98";"2025-01-10 15:50:41.63806";"at";132718;"QuentinTM15";"LOL,Reactor,";"noskip";24236;22223;187;3;-1;"Yeet max-up is absurd";53
594;42316;"Scrapie98";"2025-01-10 15:51:09.131436";"at";23686;"mattjimjett";"Mini,";"noskip";20370;20301;188;3;-1;"different campaign map 15";53
595;53823;"Scrapie98";"2025-01-10 15:52:12.761905";"gold";59644;"RuteNL";"Dirt,";"noskip";49597;50938;188;3;-1;"fast dirt parts";54
596;39445;"Scrapie98";"2025-01-10 15:52:54.757917";"at";31389;"deadfish";"LOL,Ice,";"noskip";12648;12622;189;3;12808;"ICE, ICE BOBBY";54
597;101190;"Scrapie98";"2025-01-10 15:53:39.412033";"at";40721;"PhanicMeta";"Competitive,";"noskip";38293;37092;190;3;-1;"unknown";54
598;124799;"Scrapie98";"2025-01-10 15:54:18.521806";"at";35240;"qeefyftat";"Tech,";"noskip";14999;14525;191;3;15427;"018";54
599;157251;"Scrapie98";"2025-01-10 15:55:17.76968";"gold";55626;"Mysterie";"Bobsleigh,SnowCar,";"noskip";19378;20722;191;3;21368;"TMS - Bobsleigh #3 [Snowcar]";55
600;45275;"Scrapie98";"2025-01-10 15:56:44.096685";"at";80889;"PakezelTM";"Water,";"noskip";35132;34559;192;3;39381;"Surf";55
601;42649;"Scrapie98";"2025-01-10 15:58:08.518153";"at";80147;"sonixerik";"Race,Transitional,";"noskip";82078;75808;193;3;-1;"Blackout Transitions";55
602;83782;"Scrapie98";"2025-01-10 15:59:58.771019";"gold";106374;"the.capman";"LOL,Reactor,";"noskip";4585;4809;193;3;-1;"Cap's 5 Second Adventure";56
603;153070;"Scrapie98";"2025-01-10 16:00:36.642555";"at";33942;"Just_Deep";"Mini,";"noskip";9301;9208;194;3;-1;"10Sec_AO2";56
604;41917;"Scrapie98";"2025-01-10 16:01:00.644203";"at";20428;"titagames";"LOL,";"noskip";17585;17334;195;3;-1;"Exsto #0014";56
605;98716;"Scrapie98";"2025-01-10 16:01:28.616556";"at";24127;"Nightroast";"LOL,Plastic,Puzzle,";"noskip";7004;6650;196;3;-1;"Puzzle six";56
606;188445;"Scrapie98";"2025-01-10 16:02:59.994429";"at";87695;"Imeanhi_";"MultiLap,";"noskip";85759;84132;197;3;-1;"(Edition 2) 15 maps 1 hr #5";56
607;123422;"Scrapie98";"2025-01-10 16:05:11.594009";"at";127166;"Pr0ximate";"LOL,";"noskip";9398;7482;198;3;-1;"Line";56
608;111794;"Scrapie98";"2025-01-10 16:07:16.201826";"at";118914;"MrPepsy";"SpeedFun,Grass,Plastic,";"noskip";48070;46797;199;3;-1;"Lanturn";56
609;147725;"Scrapie98";"2025-01-10 16:08:58.639296";"at";93277;"Numberplay";"Tech,Wood,";"noskip";29781;29428;200;3;31222;"NASC - Tai";56
610;94206;"Scrapie98";"2025-01-10 16:10:33.587309";"at";90964;"Platypus";"Race,Mini,";"noskip";50000;40384;201;3;-1;"ChatGPT Track - #6";56
611;189582;"Scrapie98";"2025-01-10 16:11:31.806237";"at";54448;"oropher33";"MultiLap,";"noskip";8879;8828;202;3;8880;"Less is more or less by Clusterfog";56
612;138273;"Scrapie98";"2025-01-10 16:13:26.235999";"gold";104992;"phat_in_the_hat";"SpeedTech,Scenery,";"noskip";39374;41866;202;3;42912;"CERASUS";57
613;84046;"Scrapie98";"2025-01-10 16:17:05.130649";"at";214825;"mr_MacGyver.";"LOL,";"noskip";19085;18643;203;3;20071;"kinda hard lol";57
614;69116;"Scrapie98";"2025-01-10 16:19:06.903493";"skip";117592;"BloodForNoxus";"LOL,Obstacle,";"brokenskip";9008;-1;203;3;20071;"Bloody's LoL #46";57
615;703;"Scrapie98";"2025-01-10 16:19:35.959707";"at";23827;"SchurkSmurf";"FullSpeed,";"noskip";20288;20250;204;3;-1;"SmurfeSnotDrie";57
616;132101;"Scrapie98";"2025-01-10 16:19:58.471884";"at";18820;"MiniKup";"LOL,";"noskip";17841;15494;205;3;-1;"1MM - Nulja Warrior (Bueno)";57
617;66627;"Scrapie98";"2025-01-10 16:20:19.947859";"gold";17734;"EmpyTM";"Mini,";"noskip";12787;13533;205;3;-1;"Winke #008";58
618;191816;"Scrapie98";"2025-01-10 16:24:30.46787";"at";246585;"Envylopy";"Platform,Grass,Plastic,";"noskip";36744;36167;206;3;37077;"NF Grass n plastic";58
619;36734;"Scrapie98";"2025-01-10 16:25:33.905885";"at";59487;"Taccnien";"Mini,Backwards,";"noskip";19047;18196;207;3;21419;"Step back!";58
620;72838;"Scrapie98";"2025-01-10 16:28:50.182172";"gold";183333;"Aethal";"FullSpeed,Competitive,SpeedDrift,";"noskip";50658;51551;207;3;79614;"Trippin (ft BLUTIG)";59
621;196895;"Scrapie98";"2025-01-10 16:29:08.776097";"at";14826;"Crusader_TM";"Race,";"noskip";11848;11592;208;3;-1;"Turns 3";59
622;73581;"Scrapie98";"2025-01-10 16:29:29.563959";"at";17119;"martkrt2";"Race,Tech,Transitional,";"noskip";15748;13932;209;3;-1;"Shit tech";59
623;167759;"Scrapie98";"2025-01-10 16:30:41.14357";"gold";66700;"kMercury";"Race,Tech,Dirt,";"noskip";42571;43228;209;3;-1;"DawnBreaker";60
624;74179;"Scrapie98";"2025-01-10 16:31:17.862108";"at";32407;"WoopTM";"LOL,Ice,";"noskip";32224;28947;210;3;-1;"goofy ahh slipping sounds";60
625;196469;"Scrapie98";"2025-01-10 16:31:39.308741";"at";17638;"ApexCryptLord";"Mini,Signature,SnowCar,";"noskip";6910;6750;211;3;-1;"Una Free #33";60
626;162393;"Scrapie98";"2025-01-10 16:33:05.592105";"gold";58269;"Royal Training Maps";"LOL,Stunt,Mini,";"noskip";18672;19742;211;3;20258;"FS X2 - Red";61
627;199850;"Scrapie98";"2025-01-10 16:33:27.254484";"at";17507;"BaconTM";"Mini,";"noskip";15332;14030;212;3;-1;"Bacon's Easy RMC 0079";61
628;33095;"Scrapie98";"2025-01-10 16:34:02.495208";"at";31530;"helljumper760";"Tech,Scenery,";"noskip";30364;27485;213;3;-1;"neo supreme";61
629;115436;"Scrapie98";"2025-01-10 16:37:01.404661";"at";146704;"Phil42";"Ice,";"noskip";40245;39995;214;3;40810;"Exotik Campaign - #13";61
630;193655;"Scrapie98";"2025-01-10 16:37:44.752753";"at";39315;"AndreiCSM18";"Mini,Grass,";"noskip";12165;11988;215;3;12305;"Mini Grass Slide";61
631;48673;"Scrapie98";"2025-01-10 16:40:04.107419";"at";132005;"Tunixx";"LOL,";"noskip";30463;30348;216;3;33111;"shitfest - King of the Poop";61
632;60878;"Scrapie98";"2025-01-10 16:41:13.596861";"at";64695;"Royal Training Maps";"LOL,Stunt,Mini,";"noskip";18876;18514;217;3;18959;"ICEGAMES - Green";61
